month,division,line,day_type,num_sched_trains,num_actual_trains,service_delivered
2024-02-01T00:00:00.000,B DIVISION,A,2,1253,1227,0.9792498
2024-02-01T00:00:00.000,B DIVISION,B,1,1537,1394,0.9069616
2024-02-01T00:00:00.000,B DIVISION,C,1,1473,1336,0.90699255
2024-02-01T00:00:00.000,B DIVISION,C,2,1050,975,0.9285714
2024-02-01T00:00:00.000,B DIVISION,D,1,1749,1623,0.92795885
2024-02-01T00:00:00.000,B DIVISION,D,2,1210,1144,0.94545454
2024-02-01T00:00:00.000,B DIVISION,E,1,1343,1229,0.9151154
2024-02-01T00:00:00.000,B DIVISION,E,2,530,509,0.96037734
2024-02-01T00:00:00.000,B DIVISION,F,1,2734,2399,0.8774689
2024-02-01T00:00:00.000,B DIVISION,F,2,759,729,0.9604743
2024-02-01T00:00:00.000,B DIVISION,G,1,898,834,0.9287305
2024-02-01T00:00:00.000,B DIVISION,G,2,1353,1335,0.98669624
2024-02-01T00:00:00.000,B DIVISION,JZ,1,968,933,0.963843
2024-02-01T00:00:00.000,B DIVISION,JZ,2,621,583,0.9388084
2024-02-01T00:00:00.000,B DIVISION,L,1,1846,1800,0.97508126
2024-02-01T00:00:00.000,B DIVISION,L,2,1581,1453,0.9190386
2024-02-01T00:00:00.000,B DIVISION,M,1,653,645,0.98774886
2024-02-01T00:00:00.000,B DIVISION,M,2,645,611,0.94728684
2024-02-01T00:00:00.000,B DIVISION,N,1,1780,1657,0.9308989
2024-02-01T00:00:00.000,B DIVISION,N,2,1233,1148,0.93106246
2024-02-01T00:00:00.000,B DIVISION,Q,1,1972,1832,0.9290061
2024-02-01T00:00:00.000,B DIVISION,Q,2,1518,1429,0.94137025
2024-02-01T00:00:00.000,B DIVISION,R,1,2134,1917,0.89831305
2024-02-01T00:00:00.000,B DIVISION,R,2,1080,1034,0.9574074
2024-02-01T00:00:00.000,B DIVISION,S Fkln,1,684,684,1.0
2024-02-01T00:00:00.000,B DIVISION,S Fkln,2,654,638,0.97553515
2024-02-01T00:00:00.000,B DIVISION,S Rock,1,399,401,1.0050125
2024-02-01T00:00:00.000,B DIVISION,S Rock,2,427,423,0.9906323
2024-02-01T00:00:00.000,B DIVISION,W,1,745,657,0.8818792
2024-03-01T00:00:00.000,A DIVISION,1,1,1708,1610,0.94262296
2024-03-01T00:00:00.000,A DIVISION,1,2,1170,1133,0.96837604
2024-03-01T00:00:00.000,A DIVISION,2,1,2221,2113,0.9513733
2024-03-01T00:00:00.000,A DIVISION,2,2,1537,1413,0.9193234
2024-03-01T00:00:00.000,A DIVISION,3,1,2090,2034,0.97320575
2024-03-01T00:00:00.000,A DIVISION,3,2,1513,1451,0.9590218
2024-03-01T00:00:00.000,A DIVISION,4,1,2822,2675,0.9479093
2024-03-01T00:00:00.000,A DIVISION,4,2,2319,2206,0.9512721
2024-03-01T00:00:00.000,A DIVISION,5,1,2627,2407,0.9162543
2024-03-01T00:00:00.000,A DIVISION,5,2,1399,1350,0.964975
2024-03-01T00:00:00.000,A DIVISION,6,1,2129,1953,0.91733205
2024-03-01T00:00:00.000,A DIVISION,6,2,1419,1390,0.97956306
2024-03-01T00:00:00.000,A DIVISION,7,1,2644,2608,0.9863843
2024-03-01T00:00:00.000,A DIVISION,7,2,897,890,0.9921962
2024-03-01T00:00:00.000,A DIVISION,S 42nd,1,2052,2048,0.9980507
2024-03-01T00:00:00.000,A DIVISION,S 42nd,2,1812,1796,0.99117
2024-03-01T00:00:00.000,B DIVISION,A,1,2583,2414,0.9345722
2024-03-01T00:00:00.000,B DIVISION,A,2,1863,1833,0.9838969
2024-03-01T00:00:00.000,B DIVISION,B,1,1639,1483,0.90482
2024-03-01T00:00:00.000,B DIVISION,C,1,1521,1410,0.9270217
2024-03-01T00:00:00.000,B DIVISION,C,2,1530,1465,0.9575163
2024-03-01T00:00:00.000,B DIVISION,D,1,1832,1719,0.9383188
2024-03-01T00:00:00.000,B DIVISION,D,2,1525,1487,0.975082
2024-03-01T00:00:00.000,B DIVISION,E,1,1479,1379,0.93238676
2024-03-01T00:00:00.000,B DIVISION,E,2,917,892,0.9727372
2024-03-01T00:00:00.000,B DIVISION,F,1,1807,1711,0.94687325
2024-03-01T00:00:00.000,B DIVISION,F,2,1116,1096,0.98207885
2024-03-01T00:00:00.000,B DIVISION,G,1,910,875,0.96153843
2024-03-01T00:00:00.000,B DIVISION,G,2,2162,2109,0.9754857
2024-03-01T00:00:00.000,B DIVISION,JZ,1,1034,1009,0.97582203
2024-03-01T00:00:00.000,B DIVISION,JZ,2,1053,1016,0.9648623
2024-03-01T00:00:00.000,B DIVISION,L,1,1928,1919,0.99533194
2024-03-01T00:00:00.000,B DIVISION,L,2,1313,1287,0.980198
2024-03-01T00:00:00.000,B DIVISION,M,1,711,720,1.0126582
2024-03-01T00:00:00.000,B DIVISION,M,2,999,975,0.975976
2024-03-01T00:00:00.000,B DIVISION,N,1,1819,1719,0.9450247
2024-03-01T00:00:00.000,B DIVISION,N,2,1227,1190,0.9698452
2024-03-01T00:00:00.000,B DIVISION,Q,1,2086,1961,0.9400767
2024-03-01T00:00:00.000,B DIVISION,Q,2,931,915,0.9828142
2024-03-01T00:00:00.000,B DIVISION,R,1,2190,2013,0.91917807
2024-03-01T00:00:00.000,B DIVISION,R,2,1849,1817,0.9826934
2024-03-01T00:00:00.000,B DIVISION,S Fkln,1,726,728,1.0027548
2024-03-01T00:00:00.000,B DIVISION,S Fkln,2,858,848,0.98834497
2024-03-01T00:00:00.000,B DIVISION,S Rock,1,420,416,0.9904762
2024-03-01T00:00:00.000,B DIVISION,S Rock,2,532,525,0.9868421
2024-03-01T00:00:00.000,B DIVISION,W,1,786,727,0.9249364
2024-04-01T00:00:00.000,A DIVISION,1,1,1796,1707,0.9504454
2024-04-01T00:00:00.000,A DIVISION,1,2,995,969,0.9738693
